dataId,No,formula,symbolSet,spaceGroup,spaceGroupNo,crystalSys,a,b,c,alpha,beta,gamma
1526736.0,60,Ho8 Ge16 Pt8,Ge Ho Pt,Immm,71,2,4.321,16.344,8.731,90.0,90.0,90.0
5910106.0,61,Te8 Ru4,Ru Te,Pa-3,205,0,6.36,6.36,6.36,90.0,90.0,90.0
9008793.0,62,Tl1 Br1,Br Tl,Pm-3m,221,0,3.97,3.97,3.97,90.0,90.0,90.0
4314516.0,63,Er8 Ga24 Fe1.336,Er Fe Ga,Im-3m,229,0,8.476,8.476,8.476,90.0,90.0,90.0
1538438.0,64,Hf2 Ge2 Se2,Ge Hf Se,P4/nmm,129,1,3.69,3.69,8.2,90.0,90.0,90.0
7101735.0,65,Na5.702 Ge24.617,Ge Na,P6/m,175,4,15.05399,15.05399,3.96845,90.0,90.0,120.0
8100914.0,66,Ca4 Pb2 Au4,Au Ca Pb,P4/mbm,127,1,8.038,8.038,3.8254,90.0,90.0,90.0
2106097.0,67,Gd4.2 Y1.8 Ni6,Gd Ni Y,P2_1/m,11,5,10.76,4.194,5.508,90.0,96.98,90.0
1535257.0,68,Nb4 Cl12 O4,Cl Nb O,P-42_1m,113,1,10.8959,10.8959,3.9479,90.0,90.0,90.0
2206495.0,69,Ti4 Al8 O20,Al O Ti,Cmcm,63,2,3.605,9.445,9.653,90.0,90.0,90.0
7221255.0,70,Li2 Be2 Sb2,Be Li Sb,P6_3mc,186,4,4.154,4.154,6.739,90.0,90.0,120.0
8103999.0,71,Ga4 I12,Ga I,P2_1/c,14,5,9.584,6.084,11.839,90.0,107.78,90.0
9003875.0,72,Mg3 H6 O6,H Mg O,P-3,147,4,5.5407,5.5407,4.8435,90.0,90.0,120.0
2310103.0,73,Cs4 B36 O56,B Cs O,P4_122,91,1,8.768,8.768,15.79,90.0,90.0,90.0
9015178.0,74,Mg4 S8 O36,Mg O S,Pnma,62,2,9.32,14.36,6.87,90.0,90.0,90.0
4031685.0,75,U12 Te8 Se8,Se Te U,I-43d,220,0,9.15,9.15,9.15,90.0,90.0,90.0
7228735.0,76,In120.0016 Cu19.9984 S212,Cu In S,Cc,9,5,33.495400000000004,19.3412,35.425,90.0,115.1467,90.0
2002257.0,77,Ca4 Cu2 O6,Ca Cu O,Immm,71,2,12.239,3.779,3.259,90.0,90.0,90.0
1537327.0,78,Ce4 S8 O40,Ce O S,P2_1/c,14,5,9.359,9.926,8.444,90.0,96.53,90.0
1539860.0,79,U12 Te16,Te U,I-43d,220,0,9.416,9.416,9.416,90.0,90.0,90.0
4116354.0,80,Cs8 Na16 Si136,Cs Na Si,Fd-3m,227,0,14.738,14.738,14.738,90.0,90.0,90.0
4343142.0,81,Ce3.2 Sm0.8 O7.52,Ce O Sm,Fm-3m,225,0,5.43346,5.43346,5.43346,90.0,90.0,90.0
1010188.0,82,K4 Te2 Cl12,Cl K Te,I4/mmm,139,1,7.17,7.17,10.14,90.0,90.0,90.0
1537135.0,83,Rb3 Sb2 Br9,Br Rb Sb,P-3m1,164,4,7.939,7.939,9.718,90.0,90.0,120.0
1523131.0,84,Li352 Pb80,Li Pb,F-43m,216,0,20.08,20.08,20.08,90.0,90.0,90.0
1510311.0,85,Th8 Au4,Au Th,I4/mcm,140,1,7.462,7.462,5.989,90.0,90.0,90.0
7220560.0,86,Mo4 Pb8 O20,Mo O Pb,C2/m,12,5,14.2221,5.7852,7.3262,90.0,114.168,90.0
4343328.0,87,Al1 Cr3 B4,Al B Cr,Pmmm,47,2,2.9556,2.9778,8.0539,90.0,90.0,90.0
1525174.0,88,Yb2 Cd2 In2,Cd In Yb,P6_3/mmc,194,4,4.948,4.948,7.302,90.0,90.0,120.0
9006611.0,89,Fe1.82 Si0.18,Fe Si,Im-3m,229,0,2.819,2.819,2.819,90.0,90.0,90.0
1536333.0,90,Cd8 Te8 O28,Cd O Te,P-1,2,6,7.4328,8.3346,9.9898,87.005,78.843,77.21
2310230.0,91,Sm1 Pt3,Pt Sm,Pm-3m,221,0,4.0633,4.0633,4.0633,90.0,90.0,90.0
9014963.0,92,Ni4 P8 O40,Ni O P,F-43m,216,0,10.3,10.3,10.3,90.0,90.0,90.0
1509908.0,93,Ba1 Ag5,Ag Ba,P6/mmm,191,4,5.803,5.803,4.612,90.0,90.0,120.0
1539912.0,94,Ta1 W1,Ta W,Im-3m,229,0,3.216,3.216,3.216,90.0,90.0,90.0
4343817.0,95,Zn4 Cl8,Cl Zn,Pna2_1,33,2,6.443,7.693,6.125,90.0,90.0,90.0
1511345.0,96,Ti3.2 B1.6 N2.4,B N Ti,Fm-3m,225,0,4.23,4.23,4.23,90.0,90.0,90.0
1560961.0,97,Nd4 P20 O56,Nd O P,P2_1/c,14,5,8.75,8.98,13.026,90.0,90.495,90.0
1524694.0,98,Dy1 Hg2,Dy Hg,P6/mmm,191,4,4.817,4.817,3.474,90.0,90.0,120.0
9003114.0,99,K4 Cl4,Cl K,Fm-3m,225,0,6.3122,6.3122,6.3122,90.0,90.0,90.0
2106473.0,100,Ba16 Fe16 F80,Ba F Fe,I4,79,1,14.919,14.919,7.609,90.0,90.0,90.0
1537400.0,101,Zn3 Pd3 F18,F Pd Zn,R-3,148,4,4.95,4.95,13.69,90.0,90.0,120.0
9007864.0,102,U4 C84 O4,C O U,P2_12_12_1,19,2,8.331,8.899,23.337,90.0,90.0,90.0
1529770.0,103,D4.14 Tb6 Br6,Br D Tb,R-3m,166,4,3.82369,3.82369,28.9325,90.0,90.0,120.0
9003240.0,104,K1.6 Na2.4 Cl4,Cl K Na,Fm-3m,225,0,5.8823,5.8823,5.8823,90.0,90.0,90.0
2214074.0,105,Sr24 Te24 O72,O Sr Te,C2,5,5,28.262,5.935,15.434,90.0,122.21,90.0
4001867.0,106,Er1 Ga3,Er Ga,Pm-3m,221,0,4.2149,4.2149,4.2149,90.0,90.0,90.0
1537263.0,107,Rb12 As44,As Rb,Pbcn,60,2,10.628,15.381,11.134,90.0,90.0,90.0
9006756.0,108,Mg4 O4,Mg O,Fm-3m,225,0,4.261,4.261,4.261,90.0,90.0,90.0
1008317.0,109,Sm6 S6 I6,I S Sm,R-3m,166,4,4.547,4.547,32.63,90.0,90.0,120.0
9006711.0,110,Ca4 O4,Ca O,Fm-3m,225,0,4.937,4.937,4.937,90.0,90.0,90.0
2218123.0,111,Hf4 Ge4 Te16,Ge Hf Te,Cmc2_1,36,2,3.97951,15.953,10.9731,90.0,90.0,90.0
1539397.0,112,Y1 In1,In Y,Pm-3m,221,0,3.81,3.81,3.81,90.0,90.0,90.0
4349767.0,113,Ce8 Ge12.368 Pt3.632,Ce Ge Pt,Pmma,51,2,8.5157,14.75,4.2511,90.0,90.0,90.0
1523115.0,114,Sc1 Ga3,Ga Sc,Pm-3m,221,0,4.095,4.095,4.095,90.0,90.0,90.0
2201249.0,115,Ti4 Cl16,Cl Ti,P2_1/c,14,5,9.67,6.4737,9.682,90.0,102.168,90.0
1531540.0,116,Eu4 Mn8 O20,Eu Mn O,Pbam,55,2,7.3917,8.5645,5.6901,90.0,90.0,90.0
1536573.0,117,Fe7 P6 O24,Fe O P,P-1,2,6,6.4724,7.9651,9.4229,104.447,108.919,101.741
1531826.0,118,Dy1 Ti0.3 Si1.7,Dy Si Ti,P6/mmm,191,4,3.824,3.824,4.119,90.0,90.0,120.0
1537841.0,119,Nb2 Ir2,Ir Nb,P4/mmm,123,1,4.027,4.027,3.859,90.0,90.0,90.0
1526563.0,120,Na2 Li4 N2,Li N Na,Cmmm,65,2,3.698,6.365,4.6,90.0,90.0,90.0
1538001.0,121,Ta1 Ir3,Ir Ta,Pm-3m,221,0,3.886,3.886,3.886,90.0,90.0,90.0
1510492.0,122,Cu1 Au3,Au Cu,Pm-3m,221,0,3.98,3.98,3.98,90.0,90.0,90.0
4105294.0,123,In4 Cu4 Se8,Cu In Se,I-42d,122,1,5.7852,5.7852,11.5964,90.0,90.0,90.0
1523649.0,124,Ga1 Ni2.01 Pt0.99,Ga Ni Pt,Pm-3m,221,0,3.715,3.715,3.715,90.0,90.0,90.0
9011181.0,125,Al6 B6 O18,Al B O,R-3c,167,4,4.4638,4.4638,13.745,90.0,90.0,120.0
7222699.0,126,Na9.848 Eu14.152 Cl44,Cl Eu Na,Pmmn,59,2,25.259,8.4691,7.8172,90.0,90.0,90.0
7222779.0,127,Sm3 Mg3 Pt3,Mg Pt Sm,P-62m,189,4,7.439,7.439,4.098,90.0,90.0,120.0
1564724.0,128,Mn5.37 Al20 Ni1.314,Al Mn Ni,P6_3/mmc,194,4,7.6009,7.6009,7.8187,90.0,90.0,120.0
4338923.0,129,Re18 S24 O54,O Re S,R-3m,166,4,14.9959,14.9959,10.9403,90.0,90.0,120.0
8103764.0,130,Bi16 Br8 O20,Bi Br O,P2_1,4,5,14.539,5.605,10.782,90.0,97.75,90.0
9007426.0,131,Cu8 Cl4 O12,Cl Cu O,Pnma,62,2,6.01,9.13,6.84,90.0,90.0,90.0
1531560.0,132,Rb4 Hf4 F20,F Hf Rb,P2_1/c,14,5,7.765999999999999,7.8963,7.898,90.0,120.52000000000002,90.0
4000654.0,133,Yb4 In2 Ge4,Ge In Yb,P4/mbm,127,1,7.1985,7.1985,4.3026,90.0,90.0,90.0
4517854.0,134,Mn1 Sn1 I3,I Mn Sn,Pm-3m,221,0,6.3074,6.3074,6.3074,90.0,90.0,90.0
4343664.0,135,Bi48 Cl56,Bi Cl,Pnnm,58,2,23.057,15.04,8.761,90.0,90.0,90.0
4312427.0,136,Sm2 Ga4 Pd4,Ga Pd Sm,I4/mmm,139,1,4.217,4.217,10.414,90.0,90.0,90.0
9008853.0,137,In4 Sb4,In Sb,F-43m,216,0,6.4782,6.4782,6.4782,90.0,90.0,90.0
7217215.0,138,Y6 Mn6 O18,Mn O Y,P6_3cm,185,4,6.1545,6.1545,11.4533,90.0,90.0,120.0
1532428.0,139,Ho0.528 Fe3 Ge2.96,Fe Ge Ho,P6/mmm,191,4,5.102,5.102,4.05,90.0,90.0,120.0
1530470.0,140,U4 I12,I U,Cmcm,63,2,4.334,14.024,10.013,90.0,90.0,90.0
4124450.0,141,K8 H20 F28,F H K,P2_1/c,14,5,8.315,8.384,10.031,90.0,101.63,90.0
1522811.0,142,Pu8 Mn16,Mn Pu,Fd-3m,227,0,7.29,7.29,7.29,90.0,90.0,90.0
1531962.0,143,Li4 Mo4 S8,Li Mo S,P-1,2,6,6.962999999999999,6.385999999999999,6.25,88.60000000000001,89.07,120.06000000000002
1523522.0,144,Mn1 Ni1,Mn Ni,P4/mmm,123,1,2.61,2.61,3.49,90.0,90.0,90.0
9010401.0,145,Mg8 Si8 O24,Mg O Si,P2_1/m,11,5,9.477,6.205,4.256,90.0,98.75,90.0
1528314.0,146,Ti4 I12,I Ti,Pmmn,59,2,12.2728,7.0857,6.4817,90.0,90.0,90.0
8103860.0,147,K12 Hg3 As6,As Hg K,R-3m,166,4,5.763,5.763,27.696,90.0,90.0,120.0
9015563.0,148,P8 Pt4,P Pt,Pa-3,205,0,5.6956,5.6956,5.6956,90.0,90.0,90.0
1535196.0,149,K24 Ta16 S88,K S Ta,C2/c,15,5,35.563,7.8362,12.139,90.0,100.56,90.0
1539993.0,150,Fe4 Ge4 O24,Fe Ge O,P4_2/nnm,134,1,7.55,7.55,7.47,90.0,90.0,90.0
2238816.0,151,V4 Cd4 O14,Cd O V,P-1,2,6,6.597400000000001,6.8994,6.9961,83.32500000000002,63.89800000000001,80.14500000000001
1509564.0,152,Y1 Ag1,Ag Y,Pm-3m,221,0,3.61,3.61,3.61,90.0,90.0,90.0
1538532.0,153,Na3 Ti3 S6,Na S Ti,R-3m,166,4,3.469,3.469,20.58,90.0,90.0,120.0
9016192.0,154,Zn4 Br8 N8,Br N Zn,Imma,74,2,8.12,8.81,8.41,90.0,90.0,90.0
9009611.0,155,Hg8 Sb2 O12,Hg O Sb,Cm,8,5,4.871,15.098,5.433,90.0,98.86,90.0
9003990.0,156,Al8 Si4 O20,Al O Si,Pnnm,58,2,7.793,7.89734,5.55583,90.0,90.0,90.0
4124776.0,157,Ba8 Fe8 O21,Ba Fe O,Pm-3m,221,0,8.05,8.05,8.05,90.0,90.0,90.0
1536989.0,158,Yb1 In5 Rh1,In Rh Yb,P4/mmm,123,1,4.5952,4.5952,7.442,90.0,90.0,90.0
4344616.0,159,Eu2 Ga6 Cu2,Cu Eu Ga,I4mm,107,1,4.2589,4.2589,10.6898,90.0,90.0,90.0
1523259.0,160,Ce1 Al3 Pt2,Al Ce Pt,P6/mmm,191,4,5.368,5.368,4.406,90.0,90.0,120.0
1509891.0,161,Zr12 Ag16.0856 S32,Ag S Zr,P4_332,212,0,10.9427,10.9427,10.9427,90.0,90.0,90.0
4332944.0,162,Ho1.164 Fe4 Si9.86,Fe Ho Si,P6_3/mmc,194,4,3.9371,3.9371,15.292,90.0,90.0,120.0
2311054.0,163,Tm1 Tl3,Tl Tm,Pm-3m,221,0,4.6554,4.6554,4.6554,90.0,90.0,90.0
1509747.0,164,Ag2.8 Hg1.2,Ag Hg,Fm-3m,225,0,4.167,4.167,4.167,90.0,90.0,90.0
1536328.0,165,Ti9.452 Sb6 Pt1.302,Pt Sb Ti,P6_3/mcm,193,4,8.088,8.088,5.557,90.0,90.0,120.0
1535653.0,166,In8 C24,C In,Pm-3m,221,0,14.34,14.34,14.34,90.0,90.0,90.0
9015323.0,167,Tb2.025 Bi6.975 O13.5,Bi O Tb,R-3m,166,4,3.9653,3.9653,27.31699,90.0,90.0,120.0
1524257.0,168,La0.5 Ce0.5 Sn3,Ce La Sn,Pm-3m,221,0,4.746,4.746,4.746,90.0,90.0,90.0
1534392.0,169,Na20 Nb4 O20,Na Nb O,C2/c,15,5,6.24,10.2,10.16,90.0,109.3,90.0
9011007.0,170,K2,K,Im-3m,229,0,5.247,5.247,5.247,90.0,90.0,90.0
2106610.0,171,Sc4 Se12 O36,O Sc Se,Cc,9,5,11.13,9.506,7.598,90.0,97.59000000000002,90.0
1566208.0,172,Ag3 Pd33.515 Se30,Ag Pd Se,Pm-3m,221,0,10.6773,10.6773,10.6773,90.0,90.0,90.0
2310476.0,173,Cr2 Cl4,Cl Cr,Pnnm,58,2,6.621,5.957,3.48,90.0,90.0,90.0
1523514.0,174,Ti1 Re0.5 Os0.5,Os Re Ti,Pm-3m,221,0,3.092,3.092,3.092,90.0,90.0,90.0
4316496.0,175,Cs2 Np4 Se12,Cs Np Se,Immm,71,2,4.0107,5.5187,24.06,90.0,90.0,90.0
1533058.0,176,Nd8 Si20 Os12,Nd Os Si,P4/mnc,128,1,10.762,10.762,5.796,90.0,90.0,90.0
1511416.0,177,Ho10 Si3.884 B16,B Ho Si,P4/mbm,127,1,7.183,7.183,7.99,90.0,90.0,90.0
8103891.0,178,Yb4 Al32 Co8,Al Co Yb,Pbam,55,2,12.383,14.4,3.9608,90.0,90.0,90.0
4323888.0,179,Zr18 Ni4 P8,Ni P Zr,P4/mbm,127,1,12.0862,12.0862,3.6435,90.0,90.0,90.0
9011658.0,180,Ga2 N2,Ga N,P6_3mc,186,4,3.19,3.1899999999999995,5.189,90.0,90.0,120.0
1535979.0,181,Yb12 Ge4 O4,Ge O Yb,Pnma,62,2,6.7203,6.7083,9.5128,90.0,90.0,90.0
1534173.0,182,Nd16 C24,C Nd,I-43d,220,0,8.534,8.534,8.534,90.0,90.0,90.0
4031521.0,183,Ag28 N4 O44.0072,Ag N O,Fm-3m,225,0,9.8893,9.8893,9.8893,90.0,90.0,90.0
9016191.0,184,Be16 B8 O32,B Be O,Pbca,61,2,9.75,12.204,4.429,90.0,90.0,90.0
1521017.0,185,Eu3 Cu12 As6,As Cu Eu,R-3m,166,4,4.183,4.183,23.154,90.0,90.0,120.0
4118669.0,186,Cr4 N12 O32,Cr N O,P1,1,6,10.0,10.0176,8.0201,90.01300000000002,90.00799999999998,90.004
1526587.0,187,K2 Sn2 N6,K N Sn,P-3,147,4,6.56,6.56,7.413,90.0,90.0,120.0
4024431.0,188,Zr4 H192 C176,C H Zr,P2_1/c,14,5,10.5012,17.8328,17.776,90.0,94.963,90.0
1510799.0,189,Sr8 B8 O20,B O Sr,P2_1/c,14,5,11.85,5.35,7.71,90.0,92.6,90.0
1528920.0,190,La6 Co8 Sn26,Co La Sn,Pm-3n,223,0,9.643,9.643,9.643,90.0,90.0,90.0
1525485.0,191,Er1 Ga2,Er Ga,P6/mmm,191,4,4.18,4.18,4.016,90.0,90.0,120.0
1540276.0,192,Zr2 Si2 Te2,Si Te Zr,P4/nmm,129,1,3.692,3.692,8.499,90.0,90.0,90.0
9014517.0,193,Cs20 Co20 F80,Co Cs F,I-4c2,120,1,12.4353,12.4353,12.8612,90.0,90.0,90.0
2002308.0,194,Ti8.0 Co4.0 O20,Co O Ti,Cmcm,63,2,3.732,9.718,10.069,90.0,90.0,90.0
4302643.0,195,K12 In4 Au20,Au In K,Imma,74,2,5.5615,19.645,8.5024,90.0,90.0,90.0
1525488.0,196,Dy4 In2,Dy In,P6_3/mmc,194,4,5.343,5.343000000000001,6.677,90.0,90.0,120.0
1521781.0,197,Ca6 Si2 Br4,Br Ca Si,I4/mmm,139,1,4.495,4.495,19.26999,90.0,90.0,90.0
1523724.0,198,Rh1.616 W0.384,Rh W,P6_3/mmc,194,4,2.708,2.708,4.328,90.0,90.0,120.0
9005317.0,199,Al8 Ge4 O24,Al Ge O,Pnma,62,2,4.804,9.107,8.551,90.0,90.0,90.0
2104771.0,200,Ga8 Bi4 O18,Bi Ga O,Pbam,55,2,7.4596,8.058,5.747,90.0,90.0,90.0
2106976.0,201,Sr2 Be6 O8,Be O Sr,P-62c,190,4,4.5961,4.5961,8.93,90.0,90.0,120.0
1563210.0,202,La6 Sn14,La Sn,Cmmm,65,2,4.592,26.19,4.681,90.0,90.0,90.0
1524593.0,203,Eu8 Rh16,Eu Rh,Fd-3m,227,0,7.522,7.522,7.522,90.0,90.0,90.0
4124799.0,204,Pb12 N72,N Pb,Pna2_1,33,2,6.63,11.31,16.25,90.0,90.0,90.0
4001970.0,205,Gd18 Eu2 Ge16,Eu Gd Ge,P2_1/c,14,6,7.6327,14.909,7.8481,90.0,90.0,92.976
2102072.0,206,Bi48 Cl20 O62,Bi Cl O,P2/c,13,5,10.033,7.9745,29.552,90.0,88.742,90.0
1526725.0,207,Ho4 Si4 Ir4,Ho Ir Si,Pnma,62,2,6.7703,4.1748,7.4432,90.0,90.0,90.0
1537973.0,208,Mn4 Sb4 Pt4,Mn Pt Sb,F-43m,216,0,6.21,6.21,6.21,90.0,90.0,90.0
1524019.0,209,La1 In1.5 Cu0.5,Cu In La,P6/mmm,191,4,4.821,4.821,4.025,90.0,90.0,120.0
1535323.0,210,Ho4 Al6 Si4,Al Ho Si,C2/m,12,5,10.0851,4.0126,6.5597,90.0,100.814,90.0
4344299.0,211,Cs6 Y4 I18,Cs I Y,P6_3/mmc,194,4,8.406,8.406,21.28,90.0,90.0,120.0
1527178.0,212,Pr8 Mn8 Ga8,Ga Mn Pr,Fd-3m,227,0,7.937,7.937,7.937,90.0,90.0,90.0
1008665.0,213,Li4 Cu2 O4,Cu Li O,Immm,71,2,3.65447,2.86022,9.3774,90.0,90.0,90.0
4308611.0,214,K8 H40 C40,C H K,P-42_1c,114,1,9.82345,9.82345,10.4222,90.0,90.0,90.0
2106236.0,215,Hg24 Cl16 O16,Cl Hg O,P2_1/c,14,5,10.838,9.317,11.564,90.0,108.90000000000002,90.0
2103172.0,216,Nd4 C52 O8,C Nd O,P-1,2,6,14.223,7.813,13.813,90.26,111.26,90.0
9004000.0,217,Fe6.72 Ni9.28 P4,Fe Ni P,P2_13,198,0,6.025,6.025,6.025,90.0,90.0,90.0
2104468.0,218,Sr80 Ga48 O152,Ga O Sr,C2/c,15,5,35.0481,7.9732,16.0077,90.0,103.492,90.0
1541566.0,219,Na2 Bi2 S4,Bi Na S,Fm-3m,225,0,5.77,5.77,5.77,90.0,90.0,90.0
4325765.0,220,Na24 Cd64 Au28,Au Cd Na,Fm-3m,225,0,13.589,13.589,13.589,90.0,90.0,90.0
